Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-
"Jun. 20, 2016 at 8:10 a.m. ET",PROCESSED,How to use stock options to profit from Brexit,How to use stock options to profit from Brexit... ,English,0.19715163,0.52352345,positive
"Jun. 20, 2017 at 12:25 p.m. ET",PROCESSED,Five reasons you have to buy biotech stocks now,Five reasons you have to buy biotech stocks now... ,English,0.23192206,0,neutral
"Jun. 20, 2017 at 4:41 p.m. ET",PROCESSED,Stock market closes lower as oil slips into bear-market territory,Stock market closes lower as oil slips into bear-market territory... ,English,0.27195874,0,neutral
"Jun. 20, 2017 at 7:32 a.m. ET",PROCESSED,"Tesla found 'not guilty' in fatal May 2016 crash, says NTSB","Tesla found 'not guilty' in fatal May 2016 crash, says NTSB... ",English,0.119078875,0.656000018,positive
"Jun. 20, 2017 at 8:22 a.m. ET",PROCESSED,Tesla's stock rallies 2.5% premarket after ruling that company was not guilty in a May 2016 fatal crash,Tesla's stock rallies 2.5% premarket after ruling that company was not guilty in a May 2016 fatal crash... ,English,0.13305913,0.090000004,neutral
"Jun. 20, 2017 at 9:31 a.m. ET",PROCESSED,Worried about soaring tech stocks? This chart brings them down to earth,Worried about soaring tech stocks?... This chart brings them down to earth... ,English,0.24694772,0,neutral
"Jun. 20, 2018 at 11:52 a.m. ET",PROCESSED,"Charting a trade-fueled market whipsaw: S&P 500, Nasdaq hold the breakout point","Charting a trade-fueled market whipsaw: S&P 500, Nasdaq hold the breakout point... ",English,0.117391445,-0.545000017,negative
"Jun. 20, 2018 at 6:57 a.m. ET",PROCESSED,Tesla’s Elon Musk says Germany is leading choice for Europe Gigafactory,Tesla’s Elon Musk says Germany is leading choice for Europe Gigafactory... ,English,0.13186605,0,neutral
"Jun. 20, 2018 at 8:44 a.m. ET",PROCESSED,"What Elon Musk, Tim Cook and other tech leaders have said about separating immigrant families","What Elon Musk, Tim Cook and other tech leaders have said about separating immigrant families... ",English,0.39356396,0,neutral
"Jun. 20, 2018 at 9:08 a.m. ET",PROCESSED,The possibility of a trade war puts the hurt on a group of beloved technology stocks,The possibility of a trade war puts the hurt on a group of beloved technology stocks... ,English,0.11768751,0.114000022,neutral
"Jun. 20, 2019 at 11:03 a.m. ET",PROCESSED,Some Tesla Bears See Solid Deliveries—but They’re Still Bears,Some Tesla Bears See Solid Deliveries—but They’re Still Bears... ,English,0.967815,0,neutral
"Jun. 20, 2019 at 11:35 a.m. ET",PROCESSED,"Charting a Fed-fueled breakout, S&P 500 ventures to uncharted territory","Charting a Fed-fueled breakout, S&P 500 ventures to uncharted territory... ",Danish,0.09932807,-0.545000017,negative
"Jun. 20, 2019 at 11:41 a.m. ET",PROCESSED,The Dow Rises 167 Points Because the Market Is Still Happy About the Federal Reserve,The Dow Rises 167 Points Because the Market Is Still Happy About the Federal Reserve... ,English,0.18447943,0.832499981,positive
"Jun. 20, 2019 at 4:39 p.m. ET",PROCESSED,The case for buying Tesla’s stock now,The case for buying Tesla’s stock now... ,English,0.16215385,0,neutral
"Jun. 20, 2019 at 8:19 a.m. ET",PROCESSED,Telsa stock price target slashed to $158 vs. $200 at Goldman Sachs,Telsa stock price target slashed to $158 vs. $200 at Goldman Sachs... ,English,0.17439736,0,neutral
"Jun. 20, 2019 at 8:27 a.m. ET",PROCESSED,Tesla shares slide premarket as Goldman Sachs slashes price target to $158 from $200,Tesla shares slide premarket as Goldman Sachs slashes price target to $158 from $200... ,English,0.16184427,-0.449999988,negative
"Jun. 20, 2020 at 10:01 a.m. ET",PROCESSED,George Floyd’s daughter is Disney’s latest shareholder — another child shareholder says the stock helped change her life,George Floyd’s daughter is Disney’s latest shareholder — another child shareholder says the stock helped change her life... ,English,0.17720355,0,neutral
"Jun. 20, 2020 at 10:20 a.m. ET",PROCESSED,"Coronavirus was the perfect storm for tech innovation, and this fund manager made out","Coronavirus was the perfect storm for tech innovation, and this fund manager made out... ",English,0.18188119,0.620000005,positive
"Jun. 20, 2020 at 11:53 a.m. ET",PROCESSED,A portfolio of stocks being bought by mom-and-pop investors is trouncing Wall Street pros — here’s what they’re buying,A portfolio of stocks being bought by mom-and-pop investors is trouncing Wall Street pros — here’s what they’re buying... ,English,0.116651356,0,neutral
"Jun. 20, 2020 at 12:11 p.m. ET",PROCESSED,"Here’s why the FDA may approve a Covid-19 vaccine before the November elections, according to Jefferies’ biotech-research team","Here’s why the FDA may approve a Covid-19 vaccine before the November elections, according to Jefferies’ biotech-research team... ",English,0.13271661,0.474843621,positive
"Jun. 20, 2020 at 8:45 p.m. ET",PROCESSED,Here are the best and worst stocks during the first 100 days of the coronavirus pandemic,Here are the best and worst stocks during the first 100 days of the coronavirus pandemic... ,English,0.17632852,-0.156666681,negative
"Jun. 21, 2006 at 6:04 p.m. ET",PROCESSED,In focus: The bulls have a chance,In focus: The bulls have a chance... ,English,0.119085096,0,neutral
"Jun. 21, 2013 at 11:32 a.m. ET",PROCESSED,The Holy Grail of the technical patterns paid off,The Holy Grail of the technical patterns paid off... ,English,0.16011533,0,neutral
"Jun. 21, 2016 at 1:24 p.m. ET",PROCESSED,Alternative investing has been a huge disaster,Alternative investing has been a huge disaster... ,English,0.109030776,-0.330000013,negative
"Jun. 21, 2016 at 2:02 p.m. ET",PROCESSED,Elon Musk’s solution to your household chores: robots,Elon Musk’s solution to your household chores: robots... ,English,0.15040675,0,neutral
"Jun. 21, 2016 at 5:09 p.m. ET",PROCESSED,Tesla to buy SolarCity,Tesla to buy SolarCity... ,English,0.1362779,0,neutral
"Jun. 21, 2016 at 5:10 p.m. ET",PROCESSED,Tesla shares down 3% after SolarCity deal,Tesla shares down 3% after SolarCity deal... ,English,0.87288886,0,neutral
"Jun. 21, 2016 at 5:10 p.m. ET",PROCESSED,SolarCity shares skyrocket 20% after Tesla offer,SolarCity shares skyrocket 20% after Tesla offer... ,English,0.88131577,0,neutral
"Jun. 21, 2016 at 5:12 p.m. ET",PROCESSED,Tesla offer values SolarCity shares at 30% premium,Tesla offer values SolarCity shares at 30% premium... ,English,0.21337722,0.480000019,positive
"Jun. 21, 2016 at 5:13 p.m. ET",PROCESSED,"SolarCity: Tesla deal opens up for ""substantial"" synergies","SolarCity: Tesla deal opens up for ""substantial"" synergies... ",English,0.13755314,0.498414397,positive
"Jun. 21, 2016 at 5:14 p.m. ET",PROCESSED,"Tesla's intention is to proceed only on 'friendly basis,' SolarCity says","Tesla's intention is to proceed only on 'friendly basis,' SolarCity says... ",English,0.16362154,0.480000019,positive
"Jun. 21, 2016 at 5:24 p.m. ET",PROCESSED,Elon Musk: 'Huge opportunity' to have integrated energy company,Elon Musk: 'Huge opportunity' to have integrated energy company... ,English,0.22841385,0.414000034,positive
"Jun. 21, 2016 at 5:24 p.m. ET",PROCESSED,Tesla shares now down 8% ahead of conference call about SolarCity deal,Tesla shares now down 8% ahead of conference call about SolarCity deal... ,English,0.27215827,0,neutral
"Jun. 21, 2016 at 5:26 p.m. ET",PROCESSED,"Musk: Deal was 'obvious thing to do,' and timing was right","Musk: Deal was 'obvious thing to do,' and timing was right... ",English,0.2050003,0,neutral
"Jun. 21, 2016 at 5:26 p.m. ET",PROCESSED,Tesla offers to buy SolarCity in all-stock deal,Tesla offers to buy SolarCity in all-stock deal... ,English,0.1141066,0,neutral
"Jun. 21, 2016 at 5:29 p.m. ET",PROCESSED,Elon Musk: SolarCity would come under Tesla brand,Elon Musk: SolarCity would come under Tesla brand... ,English,0.5792339,0,neutral
"Jun. 21, 2016 at 5:31 p.m. ET",PROCESSED,Elon Musk: Deal timing not related to SolarCity's valuation,Elon Musk: Deal timing not related to SolarCity's valuation... ,English,0.15282181,0.466666698,positive
"Jun. 21, 2016 at 5:33 p.m. ET",PROCESSED,"Elon Musk: New company would focus both on residential, commercial solar","Elon Musk: New company would focus both on residential, commercial solar... ",English,0.44895014,0,neutral
"Jun. 21, 2016 at 5:35 p.m. ET",PROCESSED,"Tesla, SolarCity deal all-share offer, does not create strain for Tesla","Tesla, SolarCity deal all-share offer, does not create strain for Tesla... ",English,0.16320561,0.449790061,positive
"Jun. 21, 2016 at 5:37 p.m. ET",PROCESSED,CEO Rive: SolarCity is 'almost debt-free',CEO Rive: SolarCity is 'almost debt-free'... ,English,0.14535387,0,neutral
"Jun. 21, 2016 at 5:38 p.m. ET",PROCESSED,"Elon Musk: Estimated value of the deal is $2.5B, $3B","Elon Musk: Estimated value of the deal is $2.5B, $3B... ",English,0.15218447,0,neutral
"Jun. 21, 2016 at 5:40 p.m. ET",PROCESSED,Elon Musk: Deal keeps Model 3 on target for next year,Elon Musk: Deal keeps Model 3 on target for next year... ,English,0.16949882,0.360000014,positive
"Jun. 21, 2016 at 5:42 p.m. ET",PROCESSED,Elon Musk: Deal aligns with Tesla's mission of sustainable energy,Elon Musk: Deal aligns with Tesla's mission of sustainable energy... ,English,0.1538648,0.507144988,positive
"Jun. 21, 2016 at 5:45 p.m. ET",PROCESSED,Elon Musk: SolarCity deal does not affect 'gigafactory',Elon Musk: SolarCity deal does not affect 'gigafactory'... ,English,0.3421916,0,neutral
"Jun. 21, 2016 at 8:19 a.m. ET",PROCESSED,Mobileye’s maps are the key to driverless cars,Mobileye’s maps are the key to driverless cars... ,English,0.1612804,0,neutral
"Jun. 21, 2017 at 2:53 a.m. ET",PROCESSED,"Uber has lost its inevitability, and that may hurt the company most of all","Uber has lost its inevitability, and that may hurt the company most of all... ",English,0.20509268,-0.405491948,negative
"Jun. 21, 2017 at 5:50 a.m. ET",PROCESSED,How Will Stocks Perform In the Next 12 Months?,How Will Stocks Perform In the Next 12 Months?... ,English,0.14639384,0,neutral
"Jun. 21, 2018 at 10:32 a.m. ET",PROCESSED,Will the bearish Dow streak infect the rest of the stock market?,Will the bearish Dow streak infect the rest of the stock market?... ,English,0.17126945,0,neutral
"Jun. 21, 2018 at 12:14 p.m. ET",PROCESSED,"Charting a market divergence, Dow industrials violate 50-day average","Charting a market divergence, Dow industrials violate 50-day average... ",English,0.10268419,-0.720000029,negative
"Jun. 21, 2018 at 12:31 p.m. ET",PROCESSED,Tesla accuses fired employee of threatening to 'shoot the place up',Tesla accuses fired employee of threatening to 'shoot the place up'... ,English,0.15055624,-0.720000029,negative
"Jun. 21, 2018 at 6:54 a.m. ET",PROCESSED,"Tesla will face first true test of its position in electric vehicle market in 2019, analyst says","Tesla will face first true test of its position in electric vehicle market in 2019, analyst says... ",English,0.12373079,0,neutral
"Jun. 21, 2018 at 6:59 a.m. ET",PROCESSED,Tesla files suit against former employee alleging they stole company data,Tesla files suit against former employee alleging they stole company data... ,English,0.76550376,-0.581650019,negative
"Jun. 21, 2019 at 10:16 a.m. ET",PROCESSED,"Wall Street Is Too Gloomy About Tesla, Analyst Says","Wall Street Is Too Gloomy About Tesla, Analyst Says... ",English,0.24062362,-0.705600023,negative
"Jun. 21, 2019 at 12:03 p.m. ET",PROCESSED,"Charting a slow-motion breakout attempt, S&P 500 inches to uncharted territory","Charting a slow-motion breakout attempt, S&P 500 inches to uncharted territory... ",English,0.10059773,-0.545000017,negative
"Jun. 21, 2019 at 7:30 a.m. ET",PROCESSED,‘Low-Volatility’ Stocks Are Winning in an Up Market. They’re Not Supposed To Do That.,‘Low-Volatility’ Stocks Are Winning in an Up Market... They’re Not Supposed To Do That... ,English,0.15384217,0.545211673,positive
"Jun. 21, 2019 at 8:13 a.m. ET",PROCESSED,Tesla stock price target raised to $355 from $340 at Baird,Tesla stock price target raised to $355 from $340 at Baird... ,English,0.18329573,0,neutral
"Jun. 21, 2019 at 8:34 a.m. ET",PROCESSED,"Tesla sentiment has 'overshot to the negative,' says Baird","Tesla sentiment has 'overshot to the negative,' says Baird... ",English,0.1627296,0,neutral
"Jun. 21, 2019 at 9:54 p.m. ET",PROCESSED,Beyond Meat Shows the Risk of Short Selling a Stock. 5 More ‘Short Squeezes’ to Watch.,Beyond Meat Shows the Risk of Short Selling a Stock... 5 More ‘Short Squeezes’ to Watch... ,English,0.120852314,0,neutral
"Jun. 22, 2005 at 6:26 p.m. ET",PROCESSED,If focus: Never sell a dull market,If focus: Never sell a dull market... ,English,0.10628654,0.300000012,positive
"Jun. 22, 2010 at 11:13 a.m. ET",PROCESSED,S&P 500 struggles to escape the 200-day,S&P 500 struggles to escape the 200-day... ,English,0.16267774,-0.571416378,negative
"Jun. 22, 2010 at 12:18 p.m. ET",PROCESSED,S&P 500 struggles to escape the 200-day average,S&P 500 struggles to escape the 200-day average... ,English,0.16516955,-0.571416378,negative
"Jun. 22, 2013 at 9:41 a.m. ET",PROCESSED,"Aston Martin Rapide S: a beauty, a blast","Aston Martin Rapide S: a beauty, a blast... ",English,0.092155464,0.49000001,positive
"Jun. 22, 2014 at 7:49 a.m. ET",PROCESSED,"Why Iraq, Amazon and the Fed made news this week","Why Iraq, Amazon and the Fed made news this week... ",English,0.18934062,0,neutral
"Jun. 22, 2014 at 7:50 a.m. ET",PROCESSED,Solar energy can’t kill old-school electric utilities,Solar energy can’t kill old-school electric utilities... ,English,0.712714,0.06805557,neutral
"Jun. 22, 2015 at 10:13 a.m. ET",PROCESSED,What it’s like to use an off-grid solar-and-battery system in your home,What it’s like to use an off-grid solar-and-battery system in your home... ,English,0.14847046,0,neutral
"Jun. 22, 2015 at 4:10 p.m. ET",PROCESSED,What if Taylor Swift and other pop stars ran corporate America?,What if Taylor Swift and other pop stars ran corporate America?... ,English,0.259398,0,neutral
"Jun. 22, 2015 at 8:03 p.m. ET",PROCESSED,Tesla plots China turnaround after weak sales,Tesla plots China turnaround after weak sales... ,English,0.9999959,-0.49000001,negative
"Jun. 22, 2016 at 4:28 p.m. ET",PROCESSED,U.S. stocks end slightly lower as clock ticks down to Brexit vote,U.S. stocks end slightly lower as clock ticks down to Brexit vote... ,English,0.17012896,0,neutral
"Jun. 22, 2016 at 6:50 a.m. ET",PROCESSED,"Elon Musk has massive conflict of interest in Tesla-SolarCity deal, but that won’t stop it","Elon Musk has massive conflict of interest in Tesla-SolarCity deal, but that won’t stop it... ",English,0.13779405,-0.720000029,negative
"Jun. 22, 2016 at 6:57 a.m. ET",PROCESSED,SolarCity's stock soars 17% premarket after buyout bid from Tesla,SolarCity's stock soars 17% premarket after buyout bid from Tesla... ,English,0.38495252,0.49000001,positive
"Jun. 22, 2016 at 6:58 a.m. ET",PROCESSED,Tesla's stock tumbles 11% premarket after buyout bid for Solar City late Tuesday,Tesla's stock tumbles 11% premarket after buyout bid for Solar City late Tuesday... ,English,0.17206495,0,neutral
"Jun. 22, 2016 at 6:59 a.m. ET",PROCESSED,Tesla's stock is the most active in premarket trade,Tesla's stock is the most active in premarket trade... ,English,0.13591853,0.687417984,positive
"Jun. 22, 2016 at 8:45 a.m. ET",PROCESSED,The sector that’s ready to lead markets out of correction danger,The sector that’s ready to lead markets out of correction danger... ,English,0.15752876,0,neutral
"Jun. 22, 2016 at 8:54 a.m. ET",PROCESSED,Tesla downgraded to perform from outperform at Oppenheimer,Tesla downgraded to perform from outperform at Oppenheimer... ,Romanian,0.17423671,-0.075000018,negative
"Jun. 22, 2016 at 9:09 a.m. ET",PROCESSED,"Tesla’s buyout of SolarCity is a negative for the stock, analysts say","Tesla’s buyout of SolarCity is a negative for the stock, analysts say... ",English,0.12217553,0,neutral
"Jun. 22, 2016 at 9:46 a.m. ET",PROCESSED,Shares of Tesla Motors sink 7% to $204.17 in early trade after offer to buy SolarCity,Shares of Tesla Motors sink 7% to $204.17 in early trade after offer to buy SolarCity... ,English,0.12619837,0,neutral
"Jun. 22, 2017 at 2:12 p.m. ET",PROCESSED,Private-equity billionaire on how Elon Musk may live to regret a recent decision,Private-equity billionaire on how Elon Musk may live to regret a recent decision... ,English,0.10726157,-0.49000001,negative
"Jun. 22, 2017 at 6:20 p.m. ET",PROCESSED,Tesla considers building car factory in China,Tesla considers building car factory in China... ,English,0.10358654,0,neutral
"Jun. 22, 2018 at 10:39 a.m. ET",PROCESSED,Tesla shares down 2.9%,Tesla shares down 2.9%... ,English,0.99999386,0,neutral
"Jun. 22, 2018 at 11:15 a.m. ET",PROCESSED,"Tesla stock falls after Bernstein issues cautious note on services margins, automotive gross margins","Tesla stock falls after Bernstein issues cautious note on services margins, automotive gross margins... ",English,0.28889227,0,neutral
"Jun. 22, 2018 at 11:58 a.m. ET",PROCESSED,"Dow vies to avoid longest losing streak since 1978, Nasdaq digests break to record territory","Dow vies to avoid longest losing streak since 1978, Nasdaq digests break to record territory... ",English,0.13841775,-0.699999988,negative
"Jun. 22, 2018 at 6:53 a.m. ET",PROCESSED,Alleged Tesla saboteur says ‘Elon was lying to investors;’ Tesla says he threatened violence,Alleged Tesla saboteur says ‘Elon was lying to investors;’ Tesla says he threatened violence... ,English,0.18781433,-0.530000031,negative
"Jun. 22, 2018 at 8:00 p.m. ET",PROCESSED,Getting Started in Sustainable Investing,Getting Started in Sustainable Investing... ,English,0.10424252,0,neutral
"Jun. 22, 2018 at 9:30 a.m. ET",PROCESSED,"A ‘summer buy’ signal for stocks is on the horizon, says Bank of America","A ‘summer buy’ signal for stocks is on the horizon, says Bank of America... ",English,0.119014144,0,neutral
"Jun. 22, 2020 at 1:49 p.m. ET",PROCESSED,Ideanomics' stock soars on heavy volume after order for 200 EVs in China,Ideanomics' stock soars on heavy volume after order for 200 EVs in China... ,English,0.13370904,0.174000025,neutral
"Jun. 22, 2020 at 10:51 a.m. ET",PROCESSED,No One Knows What Nikola Stock Is Worth. Another Analyst Just Offered His Best Guess.,No One Knows What Nikola Stock Is Worth... Another Analyst Just Offered His Best Guess... ,English,0.18378097,0.49000001,positive
"Jun. 22, 2020 at 11:55 a.m. ET",PROCESSED,"Nasdaq maintains first support, S&P 500 rattles the near-term range","Nasdaq maintains first support, S&P 500 rattles the near-term range... ",English,0.17917085,0,neutral
"Jun. 22, 2020 at 12:10 p.m. ET",PROCESSED,"Tesla’s Lead in Battery Technology Isn’t So Wide, Analyst Says. Why It Matters.","Tesla’s Lead in Battery Technology Isn’t So Wide, Analyst Says... Why It Matters... ",English,0.1213637,0,neutral
"Jun. 22, 2020 at 12:29 p.m. ET",PROCESSED,Virgin Galactic stock rallies after company strikes NASA space-tourism deal,Virgin Galactic stock rallies after company strikes NASA space-tourism deal... ,English,0.88367677,0.720000029,positive
"Jun. 22, 2020 at 4:05 p.m. ET",PROCESSED,Stocks are heading toward a bearish pattern — this move could turn it around,Stocks are heading toward a bearish pattern — this move could turn it around... ,English,0.12870397,-0.45168519,negative
"Jun. 22, 2020 at 8:47 a.m. ET",PROCESSED,Virgin Galactic Stock Soared Because There’s More Than Space Tourism After NASA Agreement,Virgin Galactic Stock Soared Because There’s More Than Space Tourism After NASA Agreement... ,English,0.7915491,0.49000001,positive
"Jun. 22, 2020 at 9:47 a.m. ET",PROCESSED,"He hates shorting the stock market, but this ‘terrible, gut-wrenching scenario’ has him doing just that","He hates shorting the stock market, but this ‘terrible, gut-wrenching scenario’ has him doing just that... ",English,0.22833839,-0.912500024,negative
"Jun. 23, 2009 at 1:43 p.m. ET",PROCESSED,14-to-1 down breadth day may signal new downtrend,14-to-1 down breadth day may signal new downtrend... ,English,0.2133398,0,neutral
"Jun. 23, 2009 at 10:52 a.m. ET",PROCESSED,14-to-1 down day signals new downtrend,14-to-1 down day signals new downtrend... ,English,0.19985726,0,neutral
"Jun. 23, 2015 at 1:04 p.m. ET",PROCESSED,Stock-crash contrarianism isn't what it used to be,Stock-crash contrarianism isn't what it used to be... ,English,0.19695437,-0.449999988,negative
"Jun. 23, 2016 at 2:45 p.m. ET",PROCESSED,Tesla’s Musk may have to justify SolarCity deal in court,Tesla’s Musk may have to justify SolarCity deal in court... ,English,0.13493058,0,neutral
"Jun. 23, 2016 at 4:28 p.m. ET",PROCESSED,Stocks close higher as Wall Street bets U.K. will vote to stay in EU,Stocks close higher as Wall Street bets U.K. will vote to stay in EU... ,English,0.13797066,0,neutral
"Jun. 23, 2016 at 6:51 a.m. ET",PROCESSED,"Tesla's stock falls 0.9% premarket, extending Wednesday's 10% tumble after SolarCity buyout bid","Tesla's stock falls 0.9% premarket, extending Wednesday's 10% tumble after SolarCity buyout bid... ",English,0.31498754,0,neutral
"Jun. 23, 2016 at 6:53 a.m. ET",PROCESSED,Tesla stock price target cut to $245 from $333 at Morgan Stanley,Tesla stock price target cut to $245 from $333 at Morgan Stanley... ,English,0.18619516,0,neutral
"Jun. 23, 2016 at 6:53 a.m. ET",PROCESSED,Tesla downgraded to equal weight from overweight at Morgan Stanley,Tesla downgraded to equal weight from overweight at Morgan Stanley... ,English,0.17479831,-0.600000024,negative
"Jun. 23, 2016 at 7:48 a.m. ET",PROCESSED,Three reasons to be wary of a Tesla-SolarCity deal,Three reasons to be wary of a Tesla-SolarCity deal... ,English,0.10741848,-0.525000036,negative
"Jun. 23, 2016 at 8:42 a.m. ET",PROCESSED,Watch for these posh stocks to pop higher if Brexit wins,Watch for these posh stocks to pop higher if Brexit wins... ,English,0.14792088,0.445150852,positive
"Jun. 23, 2017 at 10:52 a.m. ET",PROCESSED,Where to look for the next bitcoin-like rally — if the sun shines right,Where to look for the next bitcoin-like rally — if the sun shines right... ,English,0.17128633,0.600000024,positive
"Jun. 23, 2017 at 5:11 a.m. ET",PROCESSED,Stocks exhale — but the next leg of the bull run is on the way,Stocks exhale — but the next leg of the bull run is on the way... ,English,0.17268983,0,neutral
"Jun. 23, 2019 at 2:22 p.m. ET",PROCESSED,"Tesla’s second-quarter sales are as good as it gets, Goldman Sachs says","Tesla’s second-quarter sales are as good as it gets, Goldman Sachs says... ",English,0.21586697,0.5,positive
"Jun. 23, 2020 at 10:52 a.m. ET",PROCESSED,"U.K. car industry at risk of losing one in six jobs unless government extends support, trade body warns","U.K. car industry at risk of losing one in six jobs unless government extends support, trade body warns... ",English,0.13610344,-0.778000057,negative
"Jun. 23, 2020 at 5:00 a.m. ET",PROCESSED,Tesla Just Made the ‘Most American’ Car Makers List for the First Time. Why That’s Good News for Its Stock.,Tesla Just Made the ‘Most American’ Car Makers List for the First Time... Why That’s Good News for Its Stock... ,English,0.17874105,0.588000059,positive
"Jun. 23, 2020 at 7:50 a.m. ET",PROCESSED,Michigan-assembled Ford Ranger named ‘most American-made car’ in annual list that includes Tesla for first time,Michigan-assembled Ford Ranger named ‘most American-made car’ in annual list that includes Tesla for first time... ,English,0.1294129,0,neutral
"Jun. 23, 2020 at 9:23 a.m. ET",PROCESSED,Tesla Stock Just Keeps Going Higher. How to Play It With Options.,Tesla Stock Just Keeps Going Higher... How to Play It With Options... ,English,0.20192443,0,neutral
"Jun. 24, 2005 at 2:38 p.m. ET",PROCESSED,A shrink shrugs at market trauma,A shrink shrugs at market trauma... ,Turkish,0.115783915,-0.720000029,negative
"Jun. 24, 2010 at 10:50 a.m. ET",PROCESSED,"Russell 2000, S&P MidCap 400 poised for test","Russell 2000, S&P MidCap 400 poised for test... ",Romanian,0.13034953,0.600000024,positive
"Jun. 24, 2010 at 2:01 p.m. ET",PROCESSED,"Vanguard to introduce new index funds, ETFs","Vanguard to introduce new index funds, ETFs... ",English,0.15671958,0,neutral
"Jun. 24, 2014 at 12:08 p.m. ET",PROCESSED,"Nasdaq breaks out, S&P 500 grinds higher","Nasdaq breaks out, S&P 500 grinds higher... ",English,0.306824,0,neutral
"Jun. 24, 2015 at 10:44 a.m. ET",PROCESSED,Charting the S&P 500’s stealth breakout attempt,Charting the S&P 500’s stealth breakout attempt... ,English,0.16680135,-0.545000017,negative
"Jun. 24, 2016 at 1:26 p.m. ET",PROCESSED,"Brexit fallout may be more about fear than fundamentals, 1 stock’s move suggests","Brexit fallout may be more about fear than fundamentals, 1 stock’s move suggests... ",English,0.5548579,-0.545000017,negative
"Jun. 24, 2016 at 12:44 p.m. ET",PROCESSED,"Weekly roundup: Weekly roundup: Brexit, Moneyologist and threats to your money","Weekly roundup: Weekly roundup: Brexit, Moneyologist and threats to your money... ",English,0.1528261,-0.600000024,negative
"Jun. 24, 2016 at 12:50 p.m. ET",PROCESSED,Post-Brexit opportunities in three British stocks,Post-Brexit opportunities in three British stocks... ,English,0.107239984,0.45534721,positive
"Jun. 24, 2016 at 4:31 p.m. ET",PROCESSED,Tesla shareholders should be very worried about dilution right now,Tesla shareholders should be very worried about dilution right now... ,English,0.72245747,-0.400000006,negative
"Jun. 24, 2016 at 7:45 a.m. ET",PROCESSED,"PPL doesn't expect significant impact from Bexit, yet","PPL doesn't expect significant impact from Bexit, yet... ",English,0.39969078,-0.600000024,negative
"Jun. 24, 2016 at 9:42 a.m. ET",PROCESSED,Can Elon Musk make solar panels as attractive as a Tesla?,Can Elon Musk make solar panels as attractive as a Tesla?... ,English,0.1048414,0,neutral
"Jun. 24, 2019 at 11:43 a.m. ET",PROCESSED,"Charting a delayed breakout attempt, Dow industrials vie for record close","Charting a delayed breakout attempt, Dow industrials vie for record close... ",English,0.10140977,-0.630999625,negative
"Jun. 24, 2019 at 12:10 p.m. ET",PROCESSED,Gigafactory in Nevada is critical to Tesla’s future,Gigafactory in Nevada is critical to Tesla’s future... ,English,0.11060234,-0.49000001,negative
"Jun. 24, 2019 at 5:37 p.m. ET",PROCESSED,Tesla granted waiver on 10% tariffs against Japanese aluminum: report,Tesla granted waiver on 10% tariffs against Japanese aluminum: report... ,English,0.18160205,0,neutral
"Jun. 24, 2019 at 5:41 p.m. ET",PROCESSED,The Federal Reserve is about to create a lot more zombies,The Federal Reserve is about to create a lot more zombies... ,English,0.1283961,0,neutral
"Jun. 24, 2019 at 9:29 a.m. ET",PROCESSED,Tesla's stock gains 0.7% in premarket trading,Tesla's stock gains 0.7% in premarket trading... ,English,0.108949594,0,neutral
"Jun. 24, 2020 at 10:18 a.m. ET",PROCESSED,Another Electric Pickup Truck Is Coming Today. Here’s What You Need to Know.,Another Electric Pickup Truck Is Coming Today... Here’s What You Need to Know... ,English,0.18600434,0,neutral
"Jun. 24, 2020 at 11:43 a.m. ET",PROCESSED,"GM’s Electric-Vehicle Business Could Be Worth $100 Billion, Says Morgan Stanley","GM’s Electric-Vehicle Business Could Be Worth $100 Billion, Says Morgan Stanley... ",English,0.5075522,0.646032035,positive
"Jun. 24, 2020 at 12:02 p.m. ET",PROCESSED,"Charting failed technical tests: S&P 500, Dow industrials plunge from key resistance","Charting failed technical tests: S&P 500, Dow industrials plunge from key resistance... ",English,0.26723784,-0.649999976,negative
"Jun. 24, 2020 at 8:52 a.m. ET",PROCESSED,EV Stocks Are on Fire and Wall Street Can’t Keep Up,EV Stocks Are on Fire and Wall Street Can’t Keep Up... ,English,0.1757212,0.49000001,positive
"Jun. 24, 2020 at 9:14 a.m. ET",PROCESSED,"Nio's stock falls after Goldman analyst downgrade, 3 weeks after turning bullish","Nio's stock falls after Goldman analyst downgrade, 3 weeks after turning bullish... ",English,0.5464845,-0.600000024,negative
"Jun. 25, 2009 at 9:32 a.m. ET",PROCESSED,Dow struggling to reclaim the 50-day,Dow struggling to reclaim the 50-day... ,English,0.16297227,-0.075000018,negative
"Jun. 25, 2012 at 12:01 p.m. ET",PROCESSED,Can this market get cut in half?,Can this market get cut in half?... ,English,0.1317088,0,neutral
"Jun. 25, 2012 at 6:59 a.m. ET",PROCESSED,"Stocks to watch Monday: Shire, Kirby, Tesla","Stocks to watch Monday: Shire, Kirby, Tesla... ",English,0.13140693,0,neutral
"Jun. 25, 2013 at 4:21 p.m. ET",PROCESSED,June downturn clashes with major technical support,June downturn clashes with major technical support... ,English,0.27181453,-0.330000013,negative
"Jun. 25, 2015 at 11:00 a.m. ET",PROCESSED,Nasdaq Composite nails the breakout point,Nasdaq Composite nails the breakout point... ,English,0.17001384,-0.545000017,negative
